node	state
84	-0.0268075086825171
85	0.0886124758997151
86	0.200163593426358
87	0.334750001026267
88	0.347444388550039
89	0.418320734292161
90	0.442661112333761
91	1.06801087945305
92	1.01449380078207
93	1.01332357086182
94	0.904273929849527
95	1.00442981940853
96	0.835692197798692
97	0.612069304298423
98	0.0122997192125012
99	0.0668325137069471
100	0.0160826101887321
101	0.712861802725528
102	0.81214742185427
103	1.10601992582834
104	1.0885566426211
105	1.07335351552335
106	1.01320420207512
107	1.05222374856094
108	0.947074776453866
109	0.572533117971755
110	1.61282854937726
111	0.529681400689376
112	0.906577680569838
113	1.77505260697957
114	0.693661407369629
115	0.135079420537854
116	0.243473510573563
117	0.399113808530004
118	0.58077698262768
119	1.00863999439304
120	1.00460892050984
121	0.79392273991779
122	0.0444012132828586
123	0.0373474013337853
124	0.0125025570220319
125	0.0260418704519202
126	0.178951312333762
127	0.358823768596031
128	0.931231996090282
129	0.890865840531616
130	1.0893073818186
131	1.75371626875896
132	-0.059825969748871
133	0.0566510341357536
134	-0.582994317822327
135	0.000221146694834633
136	-0.00644553459443763
137	-0.0634843845147341
138	-0.0977772164512587
139	-0.121911989685967
140	-0.0872990899008523
141	0.0108665276546958
142	-0.0892806063841896
143	0.00330531928681657
144	-0.00334406400077577
145	0.11198337864522
146	0.41840535916864
147	0.453783133296931
148	-0.0330880514059766
149	-0.0308888783977887
150	-0.0244916666412553
151	-0.00142223232210752
152	0.118971742889951
153	0.268119080684439
154	0.22073500558266
155	0.136193182946833
156	-0.229736884635727
157	-0.431864589656207
158	0.00607121725098237
159	0.316654406481871
160	0.293969712014274
161	0.338471182559663
162	0.376134963783532
163	0.302554163193585
164	-0.0382237595147226
165	-0.278688547568865
